IDREGION	RBD	ALUMNOS	DDCIA	RURALIDAD	GRUPO	LEN	MAT	NAT
10	8028	1	MC	R	B			
10	8029	3	MC	R	B			
10	8030	4	MC	R	B			
10	8031	1	MC	R	B			
10	8032	2	MC	R	C			
10	8035	2	MC	R	C			
10	8036	4	MC	R	B			
10	8037	1	MC	R	C			
10	8038	1	MC	R	C			
10	8040	2	MC	R	B			
10	8046	33	MC	U	A			
10	8047	48	MC	U	C			
10	8048	32	MC	U	B			
10	8049	11	MC	R	B			
10	8050	10	MC	U	B			
10	8051	10	MC	R	A			
10	8053	9	MC	R	A			
10	8054	8	MC	R	A			
10	8055	2	MC	R	B			
10	8059	2	MC	R	B			
10	8061	6	MC	R	A			
10	8071	1	MC	R	A			
10	8085	15	MC	R	B			
10	8089	1	MC	R	A			
10	8092	5	MC	R	A			
10	8095	5	MC	R	A			
10	8099	6	MC	R	B			
10	8100	5	MC	R	A			
10	8102	1	MC	R	A			
10	8103	4	MC	R	A			
10	8104	5	MC	R	A			
10	8105	16	MC	U	A			
10	8108	51	PS	U	C			
10	8112	3	MC	R	B			
10	8113	8	MD	R	A			
10	8114	11	MD	R	B			
10	8115	1	MD	R	A			
10	8116	1	MD	R	C			
10	8117	7	MD	R	A			
10	8118	1	MD	R	C			
10	8119	2	MD	R	A			
10	8120	4	MD	R	B			
10	8121	2	MD	R	B			
10	8122	1	MD	R	B			
10	8126	3	MD	R	B			
10	8127	1	MD	R	B			
10	8131	1	MD	R	A			
10	8133	3	MD	R	A			
10	8135	6	MD	R	A			
10	8136	4	MD	R	A			
10	8139	1	MD	R	A			
10	8141	1	MD	R	B			
10	8142	2	MD	R	A			
10	8143	3	MD	R	A			
10	8144	4	MC	R	A			
10	8146	1	MC	R	C			
10	8147	34	MC	R	B			
10	8148	1	MC	R	A			
10	8153	1	MC	R	E			
10	8155	1	MC	R	B			
10	8157	4	MC	R	B			
10	8158	6	MC	R	B			
10	8159	4	MC	R	B			
10	8161	63	MC	U	B			
10	8162	17	MC	U	B			
10	8163	1	MC	R	C			
10	8165	6	MC	R	B			
10	8167	1	MC	R	A			
10	8169	2	MC	R	B			
10	8170	7	MC	R	B			
10	8173	1	MC	R	D			
10	8174	20	MC	U	B			
10	8176	3	MC	R	B			
10	8177	5	MC	R	A			
10	8179	1	MC	R	A			
10	8180	6	MC	R	A			
10	8183	2	MC	R	B			
10	8184	1	MC	R	B			
10	8186	4	MC	R	A			
10	8189	8	MC	R	A			
10	8191	7	MC	R	A			
10	8194	14	PS	U	C			
10	8195	10	MC	U	B			
10	8197	1	MC	R	C			
10	8200	3	MC	R	B			
10	8201	5	MC	R	B			
10	8202	7	MC	R	A			
10	8203	6	MC	R	B			
10	8205	8	MC	R	B			
10	8206	45	MC	U	B			
10	8207	1	MC	R	B			
10	8208	2	MC	R	B			
10	8209	3	MC	R	B			
10	8210	12	MC	R	A			
10	8211	10	MC	R	B			
10	8213	3	MC	R	A			
10	8214	2	MC	R	A			
10	8216	2	MC	R	B			
10	8217	1	MC	R	A			
10	8220	7	MC	R	A			
10	8223	1	MC	R	A			
10	8225	3	MC	R	A			
10	8226	4	MC	R	A			
10	8228	3	MC	R	B			
10	8230	5	MC	R	B			
10	8231	5	MC	R	B			
10	8232	3	MC	R	A			
10	8234	2	MC	R	B			
10	8236	20	MC	U	A			
10	8237	3	MC	R	A			
10	8238	2	MC	R	A			
10	8239	1	MC	R	A			
10	8241	11	MC	R	A			
10	8243	3	MC	R	A			
10	8247	4	MC	R	A			
10	8253	1	MC	R	A			
10	8254	5	MC	R	A			
10	8256	46	MC	U	A			
10	8258	2	MC	R	B			
10	8259	2	MC	R	B			
10	8260	2	MC	R	B			
10	8261	4	MC	R	A			
10	8263	4	MC	R	B			
10	8264	19	MC	R	B			
10	8265	1	MC	R	B			
10	8267	3	MC	R	B			
10	8268	4	MC	R	A			
10	8269	2	MC	R	A			
10	8270	1	MC	R	B			
10	8272	6	MC	R	A			
10	8274	5	MC	R	B			
10	8275	1	MC	R	B			
10	8276	2	MC	R	A			
10	8278	2	MC	R	B			
10	8280	1	MC	R	B			
10	8284	8	MC	R	B			
10	8285	3	MC	R	A			
10	8286	6	MC	R	A			
10	8287	2	MC	R	B			
10	8288	4	MC	R	A			
10	8289	14	MC	R	B			
10	8290	5	MC	R	A			
10	8294	2	MD	R	A			
10	8295	3	MD	R	A			
10	8300	1	MD	R	A			
10	8301	4	MD	R	B			
10	8303	2	MD	R	A			
10	8305	1	MD	R	D			
10	8306	4	MD	R	B			
10	8307	2	MD	R	A			
10	8308	1	MD	R	B			
10	8309	8	MD	R	B			
10	8310	9	MD	R	B			
10	8311	11	MD	R	A			
10	8312	4	MD	R	B			
10	8313	4	MD	R	B			
10	8314	3	MD	R	A			
10	8315	3	MD	R	A			
10	8317	4	MD	R	C			
10	8318	2	MD	R	B			
10	8319	2	MD	R	B			
10	8320	4	MD	R	A			
10	8321	8	MD	R	B			
10	8322	1	MD	R	C			
10	8323	10	MD	R	A			
10	8324	2	MD	R	B			
10	8325	43	MD	R	A			
10	8326	4	MD	R	A			
10	8328	2	MD	R	A			
10	8329	6	MD	R	B			
10	8330	2	PS	R	A			
10	8331	22	MD	U	C			
10	8335	3	MD	R	B			
10	8336	11	MD	R	D			
10	8339	22	MD	U	C			
10	8340	4	MD	R	B			
10	8341	2	MD	R	A			
10	8342	1	MD	R	B			
11	8346	40	MD	U	A			
11	8348	70	MD	U	B			
11	8349	50	MD	U	C			
11	8352	46	MD	U	A			
11	8353	11	MD	U	A			
11	8354	3	MD	R	A			
11	8355	2	MD	R	B			
11	8356	5	MD	R	B			
11	8357	6	MD	R	A			
11	8358	4	MD	R	A			
11	8361	9	MD	R	A			
11	8366	30	PS	U	A			
11	8367	125	PS	U	D			
11	8368	69	PS	U	B			
11	8370	2	MD	R	C			
11	8371	7	MD	R	B			
11	8376	34	MD	U	B			
11	8377	28	MD	U	B			
11	8379	9	MD	R	B			
11	8380	20	MD	R	B			
11	8382	6	MD	R	B			
11	8384	21	MD	U	B			
11	8388	49	MD	U	B			
11	8389	4	MD	R	C			
11	8390	12	MD	R	C			
11	8391	18	MD	R	B			
11	8392	29	MD	R	B			
11	8393	1	MD	R	B			
11	8398	6	MD	R	B			
11	8401	8	MD	R	C			
11	8403	6	MD	R	B			
11	8404	17	MD	R	C			
11	8405	5	MD	R	B			
11	8407	3	MD	R	C			
11	8408	43	MD	U	B			
11	8409	8	MD	R	C			
11	8410	9	MD	R	C			
12	8412	65	MC	U	C			
12	8413	38	MC	U	B			
12	8415	37	MC	U	B			
12	8417	17	MC	U	B			
12	8419	2	MC	R	B			
12	8420	3	MC	R	D			
12	8421	73	PS	U	C			
12	8422	36	PS	U	C			
12	8423	4	MD	R	B			
12	8433	60	MC	U	C			
12	8434	36	MC	U	C			
12	8435	67	MC	U	B			
12	8436	74	MC	U	C			
12	8437	26	MC	U	B			
12	8438	62	MC	U	C			
12	8439	43	MC	U	C			
12	8441	57	MC	U	B			
12	8442	67	MC	U	C			
12	8444	73	MC	U	C			
12	8448	12	MC	R	B			
12	8449	12	MC	R	B			
12	8450	4	MC	R	B			
12	8452	6	MC	R	D			
12	8454	78	PS	U	C			
12	8455	80	PS	U	D			
12	8457	40	PS	U	C			
12	8458	81	PS	U	C			
12	8463	33	PP	U	E			
12	8464	48	PP	U	E			
12	8468	5	MD	R	B			
12	8470	4	MD	R	C			
12	8475	54	MD	U	B			
12	8478	22	PS	U	C			
12	8479	3	MD	R	C			
12	8482	4	MD	R	C			
12	8483	36	MD	U	D			
13	8513	47	MD	U	C			
13	8514	80	MD	U	C			
13	8515	36	MD	U	C			
13	8518	26	MD	U	B			
13	8519	43	MD	U	B			
13	8520	45	MD	U	C			
13	8521	79	MD	U	C			
13	8522	65	MD	U	B			
13	8523	27	MD	U	B			
13	8530	96	MD	U	D			
13	8531	57	MD	U	C			
13	8532	61	MD	U	C			
13	8533	49	MD	U	D			
13	8535	20	MD	U	C			
13	8536	47	MD	U	C			
13	8537	77	MD	U	B			
13	8540	19	MD	U	B			
13	8542	40	MD	U	C			
13	8544	99	MD	U	C			
13	8546	111	MD	U	C			
13	8547	36	MD	U	C			
13	8548	62	MD	U	C			
13	8549	33	MD	U	C			
13	8552	114	MD	U	C			
13	8555	16	MD	U	B			
13	8556	47	MD	U	B			
13	8558	40	MD	U	A			
13	8561	30	MD	U	B			
13	8562	20	MD	U	C			
13	8563	58	MD	U	C			
13	8564	32	MD	U	C			
13	8569	59	MD	U	C			
13	8572	32	MD	U	B			
13	8573	37	MD	U	C			
13	8576	28	MD	U	C			
13	8579	29	MD	U	A			
13	8581	27	MD	U	C			
13	8589	119	PS	U	D			
13	8592	80	PS	U	D			
13	8604	73	PS	U	D			
13	8609	93	PP	U	E			
13	8611	89	PS	U	D			
13	8612	45	PS	U	C			
13	8613	38	PS	U	D			
13	8614	71	PS	U	D			
13	8615	65	PS	U	C			
13	8620	30	PS	U	C			
13	8623	32	PS	U	C			
13	8627	94	PS	U	D			
13	8629	85	PS	U	C			
13	8631	62	PS	U	B			
13	8632	110	PS	U	C			
13	8634	72	PS	U	D			
13	8636	122	PS	U	D			
13	8639	19	PS	U	D			
13	8645	112	PS	U	C			
13	8649	33	PS	U	D			
13	8652	73	PS	U	D			
13	8657	76	PS	U	B			
13	8658	90	PS	U	D			
13	8659	82	PS	U	C			
13	8661	92	PS	U	C			
13	8663	88	PS	U	C			
13	8665	27	PS	U	C			
13	8666	36	PS	U	C			
13	8671	33	PS	U	C			
13	8674	43	PS	U	D			
13	8675	67	PS	U	D			
13	8676	74	PS	U	C			
13	8678	46	PS	U	C			
13	8680	53	PS	U	D			
13	8681	110	PS	U	C			
13	8682	89	PS	U	D			
13	8684	22	PS	U	B			
13	8685	83	PS	U	B			
13	8690	53	PS	U	C			
13	8697	72	PS	U	D			
13	8699	55	PS	U	D			
13	8700	27	PS	U	C			
13	8703	46	PS	U	C			
13	8706	40	PS	U	C			
13	8709	23	PS	U	D			
13	8712	6	PP	U	D			
13	8714	43	PS	U	C			
13	8715	30	PS	U	C			
13	8717	10	PS	U	A			
13	8718	22	PS	U	C			
13	8724	23	PS	U	D			
13	8726	31	PS	U	C			
13	8728	42	PS	U	C			
13	8739	51	PS	U	D			
13	8740	66	PS	U	D			
13	8748	151	PP	U	E			
13	8750	86	PP	U	E			
13	8751	8	PP	U	E			
13	8754	54	PP	U	E			
13	8755	34	PP	U	E			
13	8756	99	PS	U	D			
13	8757	116	PP	U	E			
13	8759	11	PP	U	D			
13	8761	89	PP	U	E			
13	8762	23	PP	U	E			
13	8769	46	PP	U	E			
13	8780	20	PS	U	C			
13	8781	10	PS	U	D			
13	8791	70	PS	U	D			
13	8793	3	PP	U	E			
13	8800	33	PS	U	C			
13	8815	83	MC	U	D			
13	8818	79	PS	U	D			
13	8819	36	PS	U	D			
13	8821	101	MD	U	D			
13	8822	58	MC	U	C			
13	8825	61	MD	U	D			
13	8827	70	PS	U	D			
13	8828	93	MC	U	C			
13	8833	39	PS	U	D			
13	8835	63	MC	U	C			
13	8840	6	MD	R	C			
13	8841	93	PS	U	C			
13	8843	34	PS	U	C			
13	8845	30	PS	U	B			
13	8846	71	PS	U	E			
13	8849	89	PS	U	D			
13	8852	26	PP	U	E			
13	8854	28	PS	U	D			
13	8860	10	PP	U	E			
13	8861	22	PS	U	D			
13	8862	105	PP	U	E			
13	8863	70	PP	U	E			
13	8867	59	PP	U	E			
13	8868	32	PP	U	E			
13	8869	84	PP	U	E			
13	8870	91	PP	U	E			
13	8871	68	PP	U	E			
13	8872	58	PP	U	E			
13	8873	117	PP	U	E			
13	8877	132	PP	U	E			
13	8878	100	PP	U	E			
13	8880	50	PP	U	E			
13	8881	36	PP	U	E			
13	8885	50	PP	U	E			
13	8888	144	PP	U	E			
13	8889	24	PP	U	E			
13	8892	61	PP	U	E			
13	8893	88	PP	U	E			
13	8894	50	PP	U	E			
13	8895	7	PP	U	E			
13	8900	54	PP	U	E			
13	8902	69	PP	U	E			
13	8903	35	PP	U	E			
13	8904	49	PP	U	E			
13	8905	16	PP	U	E			
13	8906	186	PP	U	E			
13	8909	85	PP	U	E			
13	8911	10	PP	U	E			
13	8914	20	PP	U	E			
13	8917	117	PP	U	E			
13	8919	57	PP	U	E			
13	8921	21	PP	U	E			
13	8923	159	PP	U	E			
13	8928	68	MC	U	D			
13	8931	66	MC	U	D			
13	8933	132	MC	U	D			
13	8936	17	PS	U	B			
13	8942	139	PS	U	B			
13	8943	31	PS	U	D			
13	8944	57	PS	U	D			
13	8949	7	PP	U	E			
13	8950	47	PP	U	E			
13	8953	44	PP	U	E			
13	8954	74	PS	U	D			
13	8955	74	PP	U	E			
13	8956	13	PP	U	E			
13	8957	9	PP	U	D			
13	8959	14	PP	U	E			
13	8969	45	PP	U	E			
13	8970	48	PP	U	E			
13	8972	103	PP	U	E			
13	8974	31	PP	U	E			
13	8978	86	PP	U	E			
13	8981	42	PP	U	E			
13	8984	84	PP	U	E			
13	8986	26	PP	U	E			
13	8988	23	PP	U	E			
13	8991	102	PP	U	E			
13	8992	59	PP	U	E			
13	8995	121	PP	U	E			
13	8996	108	PP	U	E			
13	8998	28	PP	U	E			
13	9003	92	PP	U	E			
13	9004	28	PP	U	E			
13	9006	39	MC	U	B			
13	9007	29	MC	U	C			
13	9008	28	MC	U	B			
13	9011	49	MC	U	C			
13	9012	78	MC	U	C			
13	9013	73	MC	U	C			
13	9017	41	PS	U	C			
13	9020	71	PS	U	D			
13	9025	37	PS	U	C			
13	9029	28	PS	U	D			
13	9032	30	PS	U	C			
13	9033	55	PS	U	D			
13	9035	22	PP	U	E			
13	9036	86	PS	U	C			
13	9039	18	PP	U	E			
13	9042	72	PP	U	E			
13	9046	126	PP	U	E			
13	9051	134	PP	U	E			
13	9053	99	PP	U	E			
13	9054	25	PP	U	E			
13	9056	12	PP	U	E			
13	9069	33	PS	U	B			
13	9070	63	MC	U	C			
13	9078	53	MC	U	C			
13	9084	133	MC	U	C			
13	9085	60	MC	U	B			
13	9087	61	MC	U	B			
13	9088	136	MC	U	B			
13	9089	68	MC	U	C			
13	9090	20	MC	U	B			
13	9091	36	MC	U	C			
13	9097	68	MC	U	D			
13	9098	99	MC	U	B			
13	9100	152	MC	U	D			
13	9102	35	MC	U	C			
13	9103	57	MC	U	B			
13	9104	107	MC	U	C			
13	9105	57	MC	U	B			
13	9106	36	MC	U	A			
13	9110	66	MC	U	B			
13	9111	25	MC	U	B			
13	9116	20	MC	U	A			
13	9117	62	MC	U	B			
13	9121	45	MC	U	B			
13	9122	40	MC	U	B			
13	9124	28	MC	U	B			
13	9125	43	MC	U	C			
13	9131	60	MC	U	C			
13	9135	16	PP	U	D			
13	9140	33	PS	U	C			
13	9142	25	PS	U	C			
13	9144	72	PS	U	B			
13	9145	21	PS	U	D			
13	9146	66	PS	U	D			
13	9147	38	PS	U	B			
13	9150	81	PS	U	C			
13	9151	10	PS	U	D			
13	9156	8	PS	U	C			
13	9158	167	PS	U	C			
13	9162	76	PS	U	C			
13	9165	28	PS	U	B			
13	9168	54	PS	U	C			
13	9171	77	PS	U	C			
13	9172	24	PS	U	B			
13	9175	14	PS	U	B			
13	9179	69	PS	U	D			
13	9180	22	PS	U	C			
13	9182	31	PS	U	B			
13	9184	79	PS	U	D			
13	9185	125	PS	U	D			
13	9187	24	PS	U	C			
13	9190	21	PS	U	D			
13	9197	47	PS	U	B			
13	9200	62	PS	U	C			
13	9201	21	PS	U	B			
13	9205	63	PS	U	C			
13	9206	98	PS	U	C			
13	9208	63	PS	U	C			
13	9209	76	PS	U	D			
13	9213	28	PS	U	B			
13	9216	42	PP	U	E			
13	9217	23	PP	U	E			
13	9221	35	PP	U	E			
13	9228	8	PP	U	D			
13	9230	30	PP	U	E			
13	9237	60	PP	U	E			
13	9239	27	PP	U	E			
13	9244	34	PP	U	E			
13	9246	89	PP	U	E			
13	9249	48	PP	U	E			
13	9250	120	PP	U	E			
13	9259	90	PS	U	D			
13	9267	109	PP	U	E			
13	9268	22	PP	U	E			
13	9270	10	PP	U	D			
13	9271	59	PP	U	E			
13	9276	42	PP	U	E			
13	9277	54	PP	U	E			
13	9278	40	PP	U	E			
13	9282	39	MC	U	B			
13	9283	122	MC	U	C			
13	9284	83	MC	U	C			
13	9285	17	MC	U	A			
13	9287	16	MC	U	B			
13	9288	40	MC	U	B			
13	9289	55	MC	U	B			
13	9290	24	MC	U	A			
13	9291	51	MC	U	B			
13	9292	23	MC	U	C			
13	9293	35	MC	U	B			
13	9294	22	MC	U	B			
13	9296	51	MC	U	B			
13	9297	44	MC	U	B			
13	9298	102	MC	U	B			
13	9299	72	MC	U	C			
13	9302	38	MC	U	B			
13	9303	29	MC	U	B			
13	9304	22	MC	U	B			
13	9306	10	MC	U	B			
13	9307	59	MC	U	B			
13	9308	50	PS	U	B			
13	9311	35	PS	U	C			
13	9312	70	PS	U	D			
13	9317	89	PS	U	D			
13	9318	18	PS	U	C			
13	9324	21	PS	U	B			
13	9328	36	PS	U	C			
13	9330	20	PS	U	C			
13	9331	110	PS	U	D			
13	9332	35	PS	U	C			
13	9333	26	PS	U	B			
13	9334	62	PS	U	C			
13	9335	20	PS	U	C			
13	9337	41	PS	U	C			
13	9339	18	PS	U	B			
13	9340	122	PS	U	D			
13	9341	66	PS	U	C			
13	9342	44	PS	U	C			
13	9345	19	PS	U	B			
13	9347	51	PS	U	C			
13	9351	30	PS	U	C			
13	9356	121	PS	U	D			
13	9357	18	PS	U	B			
13	9358	29	PS	U	C			
13	9362	62	PS	U	D			
13	9363	36	PS	U	B			
13	9366	38	PS	U	C			
13	9368	16	PS	U	B			
13	9369	82	PS	U	D			
13	9373	54	PS	U	D			
13	9375	38	PS	U	C			
13	9383	9	PS	U	C			
13	9385	74	PS	U	C			
13	9396	26	PP	U	E			
13	9410	8	MD	U	B			
13	9411	25	MC	U	B			
13	9413	27	MC	U	B			
13	9414	22	MC	U	B			
13	9415	30	MC	U	C			
13	9416	19	MD	U	B			
13	9418	50	MD	U	B			
13	9419	16	MD	U	A			
13	9421	25	MC	U	B			
13	9422	22	MD	U	B			
13	9424	54	MC	U	B			
13	9426	39	MC	U	C			
13	9428	26	MD	U	B			
13	9429	30	MC	U	B			
13	9430	37	MC	U	B			
13	9431	36	MC	U	C			
13	9433	37	MC	U	B			
13	9437	17	MC	U	A			
13	9443	19	MD	U	B			
13	9457	32	MC	U	B			
13	9458	30	MD	U	B			
13	9467	17	PS	U	B			
13	9471	13	PS	U	C			
13	9473	21	PS	U	C			
13	9477	16	PS	U	C			
13	9481	19	PS	U	B			
13	9484	69	PS	U	D			
13	9485	23	PS	U	D			
13	9486	84	PS	U	C			
13	9490	34	PS	U	C			
13	9500	35	PS	U	D			
13	9502	39	PS	U	C			
13	9503	36	PS	U	C			
13	9504	117	PS	U	D			
13	9505	88	PS	U	C			
13	9506	34	PS	U	B			
13	9507	40	PS	U	C			
13	9508	25	PS	U	C			
13	9509	19	PP	U	E			
13	9510	31	PS	U	B			
13	9511	26	PS	U	D			
13	9512	20	PS	U	C			
13	9518	14	PS	U	A			
13	9519	84	PS	U	D			
13	9520	6	PS	U	B			
13	9525	21	PS	U	C			
13	9526	5	PS	U	D			
13	9527	57	PS	U	C			
13	9528	7	PS	U	A			
13	9531	11	PS	U	B			
13	9533	15	PS	U	A			
13	9534	53	PS	U	D			
13	9536	44	PS	U	C			
13	9537	29	PS	U	B			
13	9539	14	PS	U	B			
13	9540	20	PS	U	C			
13	9543	18	PS	U	C			
13	9544	36	PS	U	C			
13	9547	25	PS	U	B			
13	9549	11	PS	U	C			
13	9551	21	PS	U	C			
13	9553	34	PS	U	C			
13	9556	69	PS	U	C			
13	9558	57	PS	U	C			
13	9564	88	PS	U	D			
13	9570	88	PS	U	D			
13	9572	41	PS	U	B			
13	9574	67	PS	U	B			
13	9585	15	MD	U	B			
13	9586	22	MD	U	B			
13	9587	57	MD	U	B			
13	9588	29	MD	U	B			
13	9590	26	MD	U	A			
13	9591	55	MD	U	B			
13	9592	31	MD	U	B			
13	9593	19	MD	U	A			
13	9595	48	MD	U	B			
13	9597	33	MD	U	B			
13	9598	35	MD	U	B			
13	9599	24	MD	U	B			
13	9600	49	MD	U	B			
13	9602	25	MD	U	B			
13	9604	68	MD	U	B			
13	9605	39	MD	U	B			
13	9606	34	MD	U	A			
13	9609	34	MD	U	B			
13	9610	54	MD	U	B			
13	9611	47	MD	U	A			
13	9612	47	MD	U	B			
13	9614	37	MD	U	B			
13	9616	77	MD	U	B			
13	9617	78	MD	U	B			
13	9618	125	MD	U	B			
13	9620	27	MD	U	A			
13	9625	47	MD	U	B			
13	9629	69	MD	U	B			
13	9634	162	PS	U	B			
13	9636	142	PS	U	B			
13	9637	74	PS	U	C			
13	9638	41	PS	U	B			
13	9639	52	PS	U	B			
13	9642	152	PS	U	C			
13	9647	121	PS	U	C			
13	9648	27	PS	U	B			
13	9653	31	PS	U	B			
13	9654	149	PS	U	C			
13	9655	122	PS	U	C			
13	9656	135	PS	U	C			
13	9659	102	PS	U	C			
13	9660	81	PS	U	C			
13	9663	34	PS	U	C			
13	9664	55	PS	U	B			
13	9665	35	PS	U	B			
13	9666	33	PS	U	A			
13	9668	26	PS	U	A			
13	9669	26	PS	U	B			
13	9673	134	PS	U	B			
13	9674	12	PS	U	C			
13	9680	129	PS	U	B			
13	9681	29	PS	U	B			
13	9684	72	PS	U	C			
13	9685	21	PS	U	C			
13	9695	19	MD	U	B			
13	9698	40	MD	U	B			
13	9699	29	MD	U	C			
13	9700	20	MD	U	B			
13	9702	32	MD	U	B			
13	9703	18	MD	U	B			
13	9704	12	MD	U	B			
13	9705	24	MD	U	B			
13	9706	25	MD	U	B			
13	9709	26	MD	U	A			
13	9710	31	MD	U	B			
13	9713	19	MD	U	A			
13	9714	34	MD	U	B			
13	9715	53	MD	U	B			
13	9716	34	MD	U	B			
13	9717	30	MD	U	B			
13	9718	34	MD	U	B			
13	9719	33	MD	U	B			
13	9720	97	MD	U	B			
13	9721	54	MD	U	B			
13	9722	23	MD	U	B			
13	9727	22	MD	U	B			
13	9729	20	MD	U	B			
13	9730	34	MD	U	C			
13	9732	16	MD	U	B			
13	9733	66	MD	U	B			
13	9734	31	MD	U	B			
13	9736	30	MD	U	B			
13	9738	34	MD	U	B			
13	9740	21	MD	U	A			
13	9741	34	MD	U	A			
13	9743	20	MD	U	A			
13	9750	78	PS	U	B			
13	9757	77	PS	U	C			
13	9758	74	PS	U	D			
13	9759	40	PS	U	D			
13	9766	38	PS	U	D			
13	9767	87	PS	U	D			
13	9768	97	PS	U	D			
13	9771	23	PS	U	C			
13	9778	133	PS	U	C			
13	9782	48	PS	U	C			
13	9786	57	PS	U	C			
13	9788	53	PS	U	C			
13	9789	7	PS	U	B			
13	9791	7	PS	U	C			
13	9796	39	PS	U	C			
13	9797	44	PS	U	C			
13	9799	157	PS	U	C			
13	9800	80	PS	U	C			
13	9801	37	PS	U	C			
13	9803	33	PS	U	C			
13	9804	13	PS	U	C			
13	9805	38	PS	U	C			
13	9807	13	PS	U	C			
13	9808	20	PS	U	C			
13	9809	14	PS	U	C			
13	9810	70	PS	U	C			
13	9811	148	PS	U	C			
13	9814	17	PS	U	B			
13	9816	37	PS	U	C			
13	9817	39	PS	U	C			
13	9822	12	PS	U	A			
13	9824	41	PS	U	C			
13	9826	19	PS	U	C			
13	9827	27	PS	U	C			
13	9828	63	PS	U	C			
13	9830	21	PS	U	C			
13	9834	108	PS	U	B			
13	9841	91	PS	U	B			
13	9844	91	PS	U	B			
13	9845	88	PS	U	C			
13	9847	126	PS	U	C			
13	9850	7	PS	U	B			
13	9852	102	PS	U	D			
13	9853	52	PS	U	B			
13	9855	40	PP	U	E			
13	9859	62	PS	U	D			
13	9861	28	MD	U	B			
13	9863	34	MC	U	B			
13	9864	33	MC	U	B			
13	9865	18	MD	U	B			
13	9867	41	MC	U	B			
13	9869	14	MD	U	B			
13	9870	33	MD	U	B			
13	9872	29	MD	U	B			
13	9873	58	MD	U	C			
13	9874	22	MD	U	B			
13	9875	40	MD	U	B			
13	9876	64	MC	U	C			
13	9877	83	MC	U	B			
13	9878	54	MC	U	C			
13	9879	34	MD	U	B			
13	9880	25	MD	U	B			
13	9881	55	MC	U	B			
13	9882	51	MD	U	B			
13	9883	45	MC	U	C			
13	9884	46	MC	U	B			
13	9886	43	MD	U	B			
13	9887	28	MC	U	B			
13	9888	41	MD	U	C			
13	9889	33	MC	R	B			
13	9890	80	MC	U	B			
13	9891	83	MC	U	C			
13	9892	89	MC	U	C			
13	9895	118	MC	U	C			
13	9901	29	PS	U	D			
13	9903	77	PS	U	C			
13	9906	31	PS	U	C			
13	9907	31	PS	U	D			
13	9909	246	PS	U	C			
13	9910	33	PS	U	C			
13	9911	86	PS	U	D			
13	9912	80	PS	U	C			
13	9913	26	PS	U	C			
13	9917	96	PS	U	C			
13	9919	52	PS	U	D			
13	9920	19	PS	U	D			
13	9922	121	PS	U	D			
13	9924	120	PS	U	D			
13	9926	60	PS	U	D			
13	9928	21	PS	U	C			
13	9930	40	PS	U	C			
13	9932	17	PS	U	A			
13	9937	87	PS	U	D			
13	9939	115	PS	U	C			
13	9940	93	PS	U	D			
13	9941	69	PS	U	D			
13	9942	25	PS	U	B			
13	9945	22	PS	U	B			
13	9946	32	PS	U	D			
13	9947	90	PS	U	D			
13	9948	36	PS	U	C			
13	9950	83	PS	U	C			
13	9953	37	PS	U	D			
13	9955	37	PS	U	C			
13	9959	309	PS	U	C			
13	9960	23	PS	U	D			
13	9967	31	PS	U	D			
13	9970	54	PP	U	E			
13	9972	66	PS	U	C			
13	9973	30	PP	U	E			
13	9987	25	MC	U	B			
13	9991	18	MC	U	B			
13	9992	41	MC	U	B			
13	9993	49	MC	U	B			
13	9994	27	MC	U	B			
13	9995	60	MC	U	B			
13	9996	11	MC	U	B			
13	9998	85	MC	U	B			
13	9999	16	MC	U	B			
13	10000	54	MC	U	B			
13	10001	29	MC	U	B			
13	10005	69	MC	U	B			
13	10006	49	MC	U	C			
13	10010	27	MC	U	B			
13	10012	11	MC	U	B			
13	10014	25	PS	U	C			
13	10015	108	PS	U	C			
13	10018	23	PS	U	C			
13	10019	24	PS	U	C			
13	10021	30	PS	U	C			
13	10023	30	PS	U	C			
13	10026	60	PS	U	C			
13	10028	19	PS	U	C			
13	10030	118	PS	U	C			
13	10032	25	PS	U	B			
13	10035	32	PS	U	B			
13	10036	58	PS	U	C			
13	10041	25	PS	U	B			
13	10042	87	PS	U	C			
13	10046	44	PS	U	C			
13	10058	31	PS	U	C			
13	10063	34	PS	U	C			
13	10064	28	PS	U	B			
13	10068	14	PS	U	B			
13	10069	84	PS	U	C			
13	10074	28	MC	U	B			
13	10076	33	MC	U	B			
13	10080	24	MC	U	B			
13	10081	108	MC	U	C			
13	10083	75	MC	U	B			
13	10085	58	MC	U	B			
13	10086	37	MC	U	B			
13	10087	45	MC	U	B			
13	10088	31	MC	U	B			
13	10089	35	MC	U	B			
13	10090	44	MC	U	B			
13	10091	59	MC	U	B			
13	10092	21	MC	U	B			
13	10093	32	MC	U	B			
13	10095	16	MC	U	B			
13	10097	27	MC	U	B			
13	10098	29	MC	U	B			
13	10099	29	MC	U	B			
13	10100	37	MC	U	B			
13	10102	22	MC	U	B			
13	10103	64	MC	U	C			
13	10104	33	MC	U	B			
13	10105	80	MC	U	B			
13	10106	33	MC	U	B			
13	10107	18	MC	U	A			
13	10108	57	MC	U	B			
13	10109	15	MC	U	B			
13	10111	15	MC	U	B			
13	10112	27	MC	U	B			
13	10113	65	MC	U	B			
13	10114	38	MC	U	B			
13	10116	28	MC	U	B			
13	10117	25	MC	U	B			
13	10119	39	MC	U	B			
